target_id,LB_I_3H_4,LB_NI_3H_3,DM_NI_24H_1,LB_NO_0H_2,DM_I_24H_1,LB_NI_24H_1,LB_I_3H_5,LB_NI_3H_2,LB_I_9H_1,LB_I_6H_1,LB_I_48H_1,LB_NO_0H_3,LB_NI_48H_4,LB_NI_24H_2,LB_I_6H_2,LB_I_24H_4,LB_I_9H_2,DM_NI_48H_5,LB_NI_3H_1,DM_I_48H_5,LB_NI_9H_5,LB_NI_6H_5,DM_I_24H_3,DM_NI_24H_3,LB_I_48H_2,LB_NI_48H_5,LB_NI_24H_3,DM_NI_48H_4,LB_I_24H_5,LB_I_6H_3,LB_I_9H_3,LB_NI_9H_4,LB_NI_6H_4,DM_I_48H_4,LB_NO_0H_1,DM_I_24H_2,LB_I_48H_3,DM_NI_24H_2,LB_NI_24H_4,LB_NI_48H_2,LB_I_48H_4,DM_NI_24H_5,DM_I_24H_5,LB_NI_9H_3,LB_NI_6H_3,DM_NI_48H_3,LB_I_6H_4,LB_I_24H_2,LB_I_9H_4,LB_NI_24H_5,LB_NI_48H_3,DM_NI_24H_4,LB_I_48H_5,DM_I_24H_4,DM_I_48H_2,LB_I_3H_1,LB_NI_9H_2,LB_NI_6H_2,LB_I_24H_3,LB_I_6H_5,LB_I_9H_5,DM_NI_48H_2,LB_NO_0H_4,LB_NI_3H_5,DM_NI_48H_1,LB_NI_6H_1,LB_NI_9H_1,DM_I_48H_1,LB_I_3H_2,LB_NI_48H_1,LB_NO_0H_5,LB_I_24H_1,LB_NI_3H_4,LB_I_3H_3
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_747899,0.0,0.0,0.0,2.0,1.0,3.0032,0.0,0.0,2.00382,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.00459,0.0,1.0,0.5,1.0,0.0,1.00191,6.7749,0.0,1.00143,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.00179,0.0,0.0,0.0,1.33633,0.0,2.00442,0.0,0.0,0.0,2.01668,0.0,0.0,0.0,0.0,3.0321,0.0,1.0,0.0,2.15359,1.0,0.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_838254,4.8,4.0,2.0,4.0,7.51306,7.0,9.0,7.0,7.63636,3.0,8.0,8.0,2.0,4.0,3.75,5.0,5.0,3.75,12.0,3.0,11.0,4.0,3.0,5.0,3.0,11.0,27.1304,1.0,1.0,6.0,2.0,14.6992,3.0,9.0,6.85518,3.0,5.0,1.0,4.0,8.88889,4.8,2.0,2.0,7.875,2.66293,0.0,4.8,0.0,3.0,4.0,6.375,1.0,5.0,3.0,3.0,1.24129,2.0,2.66667,3.74948,4.57143,8.0,5.0,13.7183,4.0,0.0,5.0,7.58333,2.0,0.0,6.0,6.0,12.0,3.0,1.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1135980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01383,0.0,0.598908,0.0,0.0,0.0,2.0,3.32091,0.0,0.0,0.0,0.0,0.0,1.00909,0.0,2.0,0.0,0.0,0.0,2.00383,0.0,0.0,1.00143,1.0,0.0,0.0,0.0,0.0,1.32942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.00395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1226999,1.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,4.0,1.0,5.0,1.0,0.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,3.33333,6.0,0.0,2.0,0.0,2.0,8.0,1.0,4.0,4.0,1.0,2.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,5.0,2.0,2.0,3.0,3.0,11.0,3.0,3.0,1.0,0.0,3.0,4.0,2.0,1.0,2.0,5.0,11.0,1.0,3.0
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_688820,0.0,0.0,2.0,0.0,0.0,1.66569,0.0,0.504921,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.51942,0.0,3.0,0.0,1.0,0.0,2.00459,3.0,6.0,0.0,0.0,0.0,0.0,3.00836,3.0,2.33667,1.0,0.0,1.25,0.0,1.0,0.0,0.0,0.0,0.0,1.04348,1.1,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,2.33302,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.24636,0.0,0.0,2.0,1.0,3.0,0.0,1.0
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_807921,1.05764,0.0,0.0,0.0,1.49795,1.02267,0.0,1.0,0.0,0.0,1.00791,0.0,0.0,0.0,2.0,1.00198,3.0,2.0,2.73152,0.0,1.0,0.0,1.01218,1.00654,1.50344,2.0,4.0,1.0,1.01705,1.0,1.15201,2.5011,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.01018,0.0,0.0,0.0,2.0,3.0,3.0,1.00231,0.0,1.00394,0.0,0.0,0.0,2.03261,0.0,1.0,1.0,0.0,1.00515,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.01003,1.0,0.0
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_771651,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.02616,1.00258,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.7588,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.00507,1.0,0.0,1.00358,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00378,1.03841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00202,0.0,0.0,0.0,0.0,1.00501,0.0,0.0
NI_24H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1224285,0.0,2.0,0.0,2.05306,4.04043,6.77913,1.00859,1.01176,1.00836,1.02413,1.00984,1.52152,0.0,1.03202,3.00488,2.07517,0.0,0.0,2.01078,1.10445,1.01768,4.11467,2.0,1.0,1.01005,5.04757,9.74573,0.0,0.0,3.01485,2.02704,7.66464,2.07962,0.0,1.01351,1.00864,3.03972,0.0,1.0,0.0,0.0,1.0046,0.0,0.0,3.02639,1.00894,1.01255,0.0,2.01301,2.01274,5.08499,0.0,3.0269,0.0,3.05825,1.01869,0.0,1.01545,2.73376,1.00559,2.42444,2.01652,2.35888,0.0,0.0,1.00672,2.01999,4.0326,0.0,0.0,2.04299,5.03056,0.0,0.0
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_759022,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.326839,0.0,0.763025,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.582125,0.0,0.345292,0.0,0.0,0.5,0.0,0.0,0.5,1.16667,1.00507,0.0285412,0.0,0.0,0.0,0.0,0.0,0.0,2.65798e-05,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.749749,0.0,0.0,0.501991,0.501217,0.935665,1.00221,0.0,0.5,0.0,1.06121,0.0,0.0,0.0,1.0,0.0,0.333333,0.0,0.0,1.01722e-05,0.5,0.0
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_1067617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684208,0.0,1.2634,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.423163,0.0,0.662493,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.00507,0.987074,0.0,0.0,0.0,0.0,0.0,0.0,1.03684,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.295901,0.0,0.0,0.501991,0.501217,0.0721642,1.00221,0.0,0.5,0.0,0.000246389,0.0,0.0,0.0,1.0,0.0,0.333333,0.0,0.0,1.16989,0.5,0.0
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_556802,0.0,0.0,0.0,2.0,1.0,1.00107,0.0,0.0,2.00382,0.0,2.02408,0.106706,0.0,1.00663,1.0,2.00396,0.0,2.0,3.02049,0.0,2.0,0.0,0.0,1.0,0.0,2.0,4.0,1.16667,0.0,0.964621,1.00191,4.00315,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.02038,2.0,0.0,0.0,0.0,1.00394,0.0,0.0,1.00966,1.00844,0.0,2.0,1.0,0.0,4.58118,0.0,0.0,0.0,1.00202,2.0,0.0,1.0,3.0,3.03871,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1318340,0.0,1.0,0.0,1.00802,1.0,2.00213,0.0,2.0,5.51103,0.0,1.0053,0.0,0.0,0.0,0.0,1.33178,0.0,0.0,2.01158,0.0,2.22713,2.07143,2.0,1.13317,1.0023,1.0,7.41756,0.0,1.01186,0.0,1.00191,3.89746,0.0,1.00143,1.0,1.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.01018,1.0,1.05263,0.0,0.0,0.0,1.0,2.00462,2.0,0.0,2.00756,1.0,0.0,3.0,1.0,0.0,2.8251,0.0,1.55935,0.0,0.0,0.0,0.0,0.0,0.0,1.33333,2.0,1.50275,0.0,3.23394
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1132071,0.0,3.0,0.0,1.0,2.0,2.00213,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.00663,0.0,3.00594,1.0,1.0,2.50136,0.0,1.25,2.0,1.0,2.0,1.0023,3.0,3.0,2.0,3.0,1.0,7.0134,2.24925,1.0,2.00286,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,5.0,3.0,4.0,1.00231,5.71254,0.0,0.0,0.0,4.02876,1.0,1.0,2.0,5.0,1.0,1.20268,1.0,0.0,0.0,1.0,1.0,1.0,5.0,1.06667,2.0,1.0,3.0
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_650588,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.00191,0.0,0.0,0.0,0.0,3.04345,1.0,1.00198,1.00712,1.0,2.30111,1.00431,0.0,1.0,0.0,0.0,2.01819,0.0,1.0,0.0,1.00507,2.01507,0.0,0.0,0.0,1.00143,3.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.01019,0.0,0.0,0.0,1.00751,0.0,1.00378,2.00796,1.00243,3.02533,1.00221,0.0,1.0,1.0,3.10175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_904680,1.02431,0.832946,0.0,0.0,0.0,1.00845,0.0,1.02309,0.0,0.0,0.0,0.0,0.0,3.0407,0.0,0.0,1.01238,0.506682,0.0,0.0,1.01759,0.0,0.0,0.0,0.0,0.0,2.38462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1083089,1.0,0.0,0.0,2.0,5.0,4.0,3.0,0.0086029,0.0,0.0,4.0,0.0,1.0,1.0,4.0,2.00396,2.0,0.0,4.00399,3.0,1.0,2.0,4.0,2.0,0.0,1.0,5.0,1.0,1.0,2.0,1.00191,8.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,3.0,0.0,2.0,2.0,0.0,3.0,6.0,1.0,6.0,1.0,4.0,4.0,3.00384,2.0,0.0,1.0,3.0,4.0,0.0,2.0,1.0,7.0,0.0,1.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_85037,0.0,0.0,0.0,0.0,1.01658,1.0063,0.0,0.0,1.00836,0.0,0.0,0.0,0.0,1.01357,1.00778,1.01627,1.01238,0.0,0.0,1.08656,2.03832,2.03766,1.0062,2.0,1.01473,2.03478,4.0671,1.02446,0.0,0.0,1.01734,1.00747,0.0,1.00612,0.0,0.0,0.0,0.0,1.00648,0.0,0.0,1.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03565,0.0,1.01792,0.0,0.0,0.0,1.01575,0.0,0.0,1.0199,2.2584,2.0188,1.01108,1.0918
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1005704,0.0,0.0,0.0,1.0,2.0,2.00213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.01366,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.00753,2.00383,2.00157,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00751,0.0,0.0,0.0,2.00487,0.0,1.00221,0.0,0.0,0.0,2.00789,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_973885,1.0,1.0,2.0,2.0,1.0,1.33476,1.0,0.0,1.00191,0.0,4.0,0.0,1.0,2.0,1.0,1.00198,2.02589,3.0,2.0111,0.0,2.0,1.0,0.0,3.0,0.0,4.0,6.0,0.0,0.0,1.0,1.00191,6.02147,0.0,1.00143,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,1.01266,0.0,0.0,0.0,2.0,3.0,1.0,1.00231,1.0,1.0,1.00378,1.0,0.0,2.0,5.0,2.0,4.0,1.0,5.01005,0.0,0.0,0.0,2.50294,3.0321,0.0,2.0,3.0,2.0,0.0,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_806419,0.0,1.0,0.0,1.09057,2.0,4.00427,0.0,0.0,3.00573,0.0,1.0,0.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.00689,7.32678,8.0,1.0,0.0,0.0,0.0,2.00157,2.0,1.00143,0.0,0.0,0.0,0.0,1.00921,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.5,5.0,3.10543,1.18737,1.00231,2.2,2.0,0.0,0.0,0.0,1.00844,4.0,1.0,2.0,1.0,1.00395,0.0,0.0,1.0,1.00202,0.0,0.0,2.0,2.0,2.49599,0.0,0.0
NI_24H_5_CKDL230008524-1A_H5HLYDSX7_L2_2_1036604,0.0,1.00437,0.0,0.0,1.01857,0.0,0.0,0.0,0.0,1.02887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00744,0.0,0.0,1.01883,0.0,0.0,0.0,0.0,3.05355,0.0,0.0,0.0,2.03468,2.01932,0.0,1.00802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0094,0.0,1.02748,0.0,0.0,0.0,0.0,1.02485,0.0,0.0,1.01765,0.0,1.01937,0.0,1.01882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_224205,2.11528,1.5,0.0,1.00802,1.0,3.0032,1.04137,1.0,2.40458,2.0,0.0,0.0,0.0,1.0,5.0,1.00198,0.0,1.0,3.0327,0.0,2.0,0.0,1.51827,5.03272,2.00459,2.0,13.0,3.0,1.01186,0.0,1.01254,10.0079,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.08333,1.01018,0.0,2.0,1.0,5.0,2.0,2.0,2.00462,1.00179,0.0,0.0,4.0,4.00973,0.0,1.00221,0.0,5.0,0.0,1.00515,3.01582,1.0,0.0,1.00876,2.0,0.0,2.0,1.5,4.01337,1.0,3.06186
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_707549,2.07693,1.0,1.0,2.0729,2.0,2.00213,1.03887,2.1103,4.06213,2.0,4.04515,1.0,0.0,8.0,3.75,2.00396,2.0,2.0,0.0,0.101941,2.08315,0.0,3.0,2.0,3.00689,1.5,11.0,0.0,1.0,2.03171,4.00766,9.00708,3.75,1.00143,2.0,0.0,2.08257,1.00714,1.0,2.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,2.00358,4.0,1.00378,1.0,0.0,4.0,1.00221,0.0,0.0,3.0,5.00302,0.0,1.0,0.0,2.03396,3.0,0.0,5.0,5.0,2.0,1.0,0.0
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_525271,0.0,0.0,0.0,1.00802,4.0,2.00213,1.00719,1.0,4.00764,0.0,5.02652,1.0,1.0,2.0,2.0,2.00396,1.0,1.0,4.02316,0.0,0.0,1.0,1.0,5.03272,2.00459,0.0,7.0,0.0,1.01186,1.0,1.00191,3.00236,2.5,0.0,2.0,2.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0,0.0,3.03054,0.0,2.0,0.0,3.0,4.0,3.0,1.04087,0.00036493,2.0,0.0,1.0,0.0,1.0,6.0,1.0,4.0,0.0,2.00402,1.00527,0.0,0.0,2.00403,2.0,0.333333,5.0,4.0,5.08166,2.0,1.02062
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_770514,1.05764,0.0,1.0,0.0,0.0,1.00107,0.0,0.0,1.00191,1.0,0.0,1.01293,0.0,1.0,1.0,0.0,0.0,1.0,2.04682,0.0,1.0,1.0,1.01218,1.00654,0.0,2.0,6.375,0.0,1.01705,0.0,0.0,1.11168,0.0,0.0,1.0155,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,1.5,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.00231,2.00358,2.25913,1.00378,1.00398,3.0073,0.0,2.00442,0.0,4.0,1.0,3.01544,0.0,0.0,0.0,3.02629,2.0,0.0,1.0,1.0,3.01003,0.0,0.0
NI_24H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_635947,0.0,5.18182,3.57143,16.2353,3.86002,23.456,30.7416,4.92307,4.93482,6.32844,5.66461,0.0,5.23208,3.33778,3.0,7.54431,0.0,3.375,17.3739,0.0,8.78322,0.0,4.44444,4.0,0.0,3.24777,15.7365,4.0,3.2381,0.0,5.7102,20.4552,1.32951e-08,8.71248,3.16623,4.50002,7.27273,7.11244e-05,2.95001,0.0,3.41176,3.22926,1.54196e-05,9.83333,7.7499,1.03339e-07,3.48214,0.00023756,3.57855,3.6875,5.5513,0.0,7.17229,8.41038,4.68322,5.61417,6.12766,0.0,13.6754,0.0,14.726,7.00625,20.9969,7.30363,3.79277,0.0,10.4643,6.50173,0.00886912,6.61538,7.62604,19.5415,5.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_937140,0.0,0.0,0.0,1.00637,0.0,0.0,1.01261,1.02309,0.0,0.0,0.0,0.0,0.0,4.05427,1.01018,1.01627,1.01238,0.0,6.02495,3.58291,3.05277,3.05649,1.0062,0.0,0.0,0.0,4.07703,0.0,0.0,1.01112,2.03468,1.00966,2.02587,0.0,0.0,0.0,0.0,1.00639,1.51215,2.02666,0.0,0.0,0.0,1.0085,0.0,0.0,1.02158,0.0,2.02351,2.02402,1.02748,1.02969,1.16214,1.0137,0.0,0.0,3.00985,0.0,0.0,0.0,2.03874,2.47166,2.14496,0.0,1.01424,0.0,0.0,0.0,0.0,0.0,0.0,2.30728,1.01108,0.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_755924,0.0,0.0,0.0,0.0,2.03715,1.01185,1.01261,2.04619,1.00836,0.0,2.02744,0.0,0.0,1.01357,0.0,0.0,1.01238,0.0,0.0,1.64158,1.02035,0.0,0.0,2.53301,0.0,1.01745,4.08064,0.0,1.02089,0.0,0.0,4.03865,2.02587,0.0,1.01891,0.0,0.0,0.0,0.0,1.01333,0.0,1.01015,0.337478,2.01699,3.03382,0.0,0.0,1.00758,1.01175,0.0,3.08244,0.0,2.02516,1.0137,0.0,0.0,0.0,0.0,2.0353,0.0,0.0,1.0176,4.08819,0.0,1.01424,0.0,2.03151,0.0,0.0,0.0,2.05309,0.0,0.0,1.00782
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1342240,1.03559,1.0,0.0,1.00802,1.0,2.00213,3.12411,1.0,0.0,1.0,1.0053,2.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0218,2.00863,4.0,2.0,0.0,1.03503,2.00459,1.0,2.0,0.0,1.01186,1.0,3.00574,4.00315,1.0,1.07296,1.0,1.0,1.0,1.00714,0.0,2.0,3.0,0.0,1.0,2.0,1.01018,1.0,0.0,0.0,4.0,2.0,1.0,1.00231,2.00358,3.0,1.00378,2.0,1.00243,2.0,4.00885,1.0,1.0,3.0,3.01544,0.0,0.0,2.0,1.00202,1.5,1.11765,1.0,1.0,2.00668,3.0,1.02062
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1186999,1.02431,0.0,0.0,0.0,1.01857,0.0,1.33405,0.0,4.03346,0.0,2.02744,0.0,0.0,1.01357,1.01018,1.01627,1.01238,2.70231,1.00906,0.0,1.02355,0.0,1.0062,3.75697,0.0,1.01745,3.21036,2.04891,1.09405,1.07435,0.0,2.01932,1.01294,2.01603,0.0,0.0,1.02512,0.0,0.0,1.01333,1.00299,2.0203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01201,2.73995,1.02969,0.0,1.0137,0.0,0.0,0.0,0.0,2.0353,0.0,1.01937,1.0176,2.16779,1.00812,1.01424,1.0144,1.01575,1.02346,0.0,2.03325,2.16115,2.0188,0.0,0.0
NI_3H_4_CKDL230008524-1A_H5HLYDSX7_L2_2_275438,1.03559,3.0,3.0,0.0,5.0,3.0032,3.36391,1.0,3.00573,2.0,5.02652,4.0,1.0,1.5,2.0,3.00594,2.0,1.0,2.0218,1.00431,0.0,2.07143,1.01218,3.01963,0.0,6.0,8.0,2.0,0.183861,1.0,3.00574,3.43127,0.0,8.01145,1.0,0.0,0.0,1.5134,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,6.75,1.33642,4.00715,2.6655,2.00756,1.0,2.00487,2.0,3.00664,0.0,2.0,2.0,12.0618,1.00527,1.0,0.0,0.0,2.0,0.0,2.0,2.4,6.02005,2.0,1.07798
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1003601,0.0,0.0,1.01648,0.503186,1.01857,2.0237,0.0,0.0,0.0,0.0,0.0,3.06106,0.0,0.0,0.0,1.01627,1.01238,0.0,0.0,0.0,1.02035,1.01883,0.0,3.00558,0.0,0.0,6.12095,0.0,0.0,1.01112,1.01734,0.0,0.0,1.00802,0.0,0.0,0.0,0.0,0.0,1.01333,2.00598,0.0,0.0,0.0,1.01127,0.0,1.02158,1.00758,0.0,0.0,2.05496,0.0,1.01258,1.0137,0.0,0.0,1.00328,1.01829,0.0,0.0,2.03874,0.0,5.20032,0.0,0.0,1.0144,1.01575,1.02346,0.0,0.0,0.0,4.0376,0.0,0.0
NI_3H_1_CKDL230008524-1A_H5HLYDSX7_L2_2_1278005,0.0,4.0,0.0,4.36229,2.0,1.00107,1.14286,1.06568,4.58016,0.0,4.01798,2.01383,0.0,2.01326,6.0,2.00396,1.00712,2.0,7.00699,0.0,2.0,2.0,2.0,4.0,0.0,9.0,6.0,2.0,1.0,3.0226,1.15211,4.31126,0.0,2.00286,1.0,2.0,3.0,1.00714,2.01843,3.33333,0.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,6.21087,2.0,3.00694,3.00536,4.0,1.00378,2.0,4.02876,0.0,3.00664,2.0,5.0,2.0,8.03157,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,5.0,0.0,2.0
NI_3H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1333098,0.0,0.0,0.0,0.0,3.05572,0.0,2.02522,0.0,1.00836,0.0,1.01372,0.0,0.0,1.03636,1.01018,0.0,0.0,2.07272,0.0,0.0,0.0,1.0406,1.0062,0.0,0.0,1.01994,3.05185,0.0,1.05657,0.0,0.0,2.01932,0.0,1.00802,0.32778,0.0,1.02512,0.0,2.01295,0.0,0.0,0.0,1.01243,0.504248,1.01127,0.0,0.0,0.0,1.0171,2.02402,1.02748,1.02969,1.01057,1.0137,0.0,1.07567,1.00328,0.0,1.03353,0.0,1.01782,0.0,0.0,0.0,1.01424,0.0,1.01575,1.53598,0.0,1.0199,2.05309,1.0094,0.0,0.0
NI_24H_3_CKDL230008524-1A_H5HLYDSX7_L2_2_1337820,0.0,0.0,0.0,1.00637,0.0,2.43723,0.591168,0.640775,0.0,0.0,0.0,1.36253,0.849388,1.01357,0.0,1.14413,0.0,2.43411,4.0399,0.0,1.16036,0.0,1.20864,0.0,0.530463,0.621433,2.4514,0.0,0.682761,1.01112,0.0,4.80004,0.0,1.64876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532027,0.759793,0.0,2.04316,0.0,2.02351,0.0,0.0,0.514844,1.5129,0.0,0.9375,0.72213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00812,0.0,0.0,5.07874,2.03912,0.0,0.765652,0.0,2.23029,1.03378,2.34656
NI_3H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_883081,0.0,0.0,0.0,0.0,1.5,1.00107,1.0,0.5,3.00573,0.0,0.0,2.01383,0.0,0.0,2.0,2.00396,1.00712,0.0,0.0,0.0,3.0,0.0,0.0,2.46614,0.0,0.0,4.8,1.0,1.00507,0.0,2.00383,2.00157,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.02038,1.0,2.0,3.00694,3.02254,0.0,1.00378,0.0,1.00966,1.00844,2.00442,0.0,0.0,1.0,1.00395,0.0,1.02712,0.0,3.00605,0.0,0.0,0.0,1.0,2.0,0.0,0.0
NI_24H_2_CKDL230008524-1A_H5HLYDSX7_L2_2_895092,1.03847,2.0,1.0,2.0729,3.0,2.00213,1.01636,1.025,4.0,1.0,4.0,1.0,4.0,2.0,1.0,3.00594,3.0,3.0,5.00499,0.0,2.05786,4.0,2.0,2.0,1.0023,6.0,11.0,3.0,2.0,2.03171,2.00383,6.00472,3.0,3.00429,2.0,2.0,1.04129,2.0,3.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,3.0,4.00925,2.0,4.0,1.0,5.0,0.0,1.0,4.0,0.0,5.0,2.0,7.00423,0.0,1.0,0.5,5.08489,3.0,0.0,2.0525,4.26667,4.0,0.0,2.0
